State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
IA,126,408,No,Yes,27,186.2,78,189.6,83,76.5,139,9.6,3,2,False,303,461.9,0.015748031496062992,2.3858267716535435,3.637007874015748
VA,104,415,No,Yes,23,280.2,136,220.5,92,136.9,102,13.3,3,4,False,333,650.9,0.0380952380952381,3.1714285714285713,6.199047619047619
MD,93,408,Yes,No,0,312.0,109,129.4,100,217.6,74,10.5,2,0,True,285,669.5,0.0,3.0319148936170213,7.122340425531915
OH,63,415,Yes,Yes,36,199.0,110,291.3,111,197.6,92,11.0,6,1,False,319,698.9,0.015625,4.984375,10.9203125
OK,100,415,No,No,0,203.1,96,217.0,126,180.9,122,13.5,2,3,False,346,614.5,0.0297029702970297,3.4257425742574257,6.084158415841584
NV,53,415,No,No,0,168.8,97,220.3,87,154.3,113,10.9,2,0,False,299,554.3000000000001,0.0,5.537037037037037,10.264814814814816
ID,92,415,Yes,No,0,173.1,140,240.3,105,233.2,117,9.0,5,1,False,367,655.5999999999999,0.010752688172043012,3.946236559139785,7.049462365591397
SD,110,408,No,Yes,40,202.6,103,118.8,128,234.9,98,9.0,9,2,False,338,565.3,0.018018018018018018,3.045045045045045,5.0927927927927925
IL,110,408,No,No,0,74.5,117,200.8,98,192.2,101,9.8,7,3,False,323,477.3,0.02702702702702703,2.90990990990991,4.3
AL,73,415,No,No,0,192.2,86,168.6,116,139.8,87,9.4,6,1,False,295,509.99999999999994,0.013513513513513514,3.9864864864864864,6.891891891891891
NJ,138,510,No,No,0,220.2,89,88.3,125,195.3,79,12.9,5,0,False,298,516.7,0.0,2.143884892086331,3.71726618705036
NV,137,415,Yes,No,0,135.1,95,134.1,102,223.1,81,12.3,2,2,True,280,504.59999999999997,0.014492753623188406,2.028985507246377,3.6565217391304343
IN,36,415,No,No,0,253.4,77,182.4,151,275.8,103,8.4,2,1,False,333,720.0,0.02702702702702703,9.0,19.45945945945946
WV,85,408,No,No,0,225.0,81,176.9,63,194.3,110,7.1,2,3,False,256,603.3000000000001,0.03488372093023256,2.9767441860465116,7.015116279069768
VA,108,408,No,No,0,198.5,99,267.8,60,354.9,75,9.4,3,0,True,237,830.6,0.0,2.1743119266055047,7.620183486238532
SC,22,408,No,No,0,110.3,107,166.5,93,202.3,96,9.5,5,0,False,301,488.6,0.0,13.08695652173913,21.243478260869566
RI,107,415,No,Yes,37,60.0,102,102.2,80,261.8,106,11.1,3,0,False,291,435.1,0.0,2.6944444444444446,4.028703703703704
IN,51,510,No,No,0,214.8,94,149.7,58,283.4,66,10.2,5,0,False,223,658.1,0.0,4.288461538461538,12.65576923076923
OR,33,415,No,Yes,29,157.4,99,117.9,80,279.2,79,13.9,11,4,True,269,568.4,0.11764705882352941,7.911764705882353,16.71764705882353
NJ,106,415,No,No,0,207.9,91,172.0,109,191.8,143,14.4,7,4,False,350,586.1,0.037383177570093455,3.2710280373831777,5.4775700934579445
MS,82,408,No,No,0,207.0,90,232.9,83,172.4,108,9.1,8,3,False,289,621.4,0.03614457831325301,3.4819277108433737,7.486746987951807
TX,97,415,Yes,No,0,143.7,117,273.0,82,178.3,81,10.9,3,0,False,283,605.9,0.0,2.8877551020408165,6.18265306122449
DC,108,510,No,No,0,138.6,122,172.3,117,231.6,92,9.8,3,1,False,334,552.3,0.009174311926605505,3.0642201834862384,5.06697247706422
TX,114,415,No,No,0,84.7,118,249.9,86,193.4,95,14.5,8,1,False,307,542.5,0.008695652173913044,2.6695652173913045,4.717391304347826
UT,59,510,No,No,0,155.2,79,235.3,123,169.4,80,8.7,4,1,False,286,568.6,0.016666666666666666,4.766666666666667,9.476666666666667
MN,24,510,No,Yes,25,164.9,110,209.3,105,231.2,55,6.7,9,1,False,279,612.1000000000001,0.04,11.16,24.484000000000005
IL,151,408,No,No,0,134.5,88,143.1,112,223.9,61,15.4,1,1,False,262,516.9,0.006578947368421052,1.7236842105263157,3.4006578947368418
NM,117,415,No,No,0,143.3,103,211.3,108,185.2,96,11.5,3,1,False,310,551.3,0.00847457627118644,2.6271186440677967,4.672033898305084
WV,114,510,No,Yes,30,206.2,79,260.0,91,291.6,83,11.4,6,1,False,259,769.1999999999999,0.008695652173913044,2.252173913043478,6.688695652173912
RI,114,510,No,Yes,28,225.8,94,193.0,117,232.4,100,8.4,9,4,False,320,659.6,0.034782608695652174,2.782608695652174,5.735652173913044
NH,119,408,No,No,0,138.3,89,170.5,78,263.9,98,13.5,6,3,False,271,586.2,0.025,2.2583333333333333,4.885000000000001
MA,118,408,Yes,No,0,160.0,123,175.4,96,184.8,99,9.9,3,2,False,321,530.1,0.01680672268907563,2.697478991596639,4.454621848739496
PA,101,415,No,No,0,206.6,105,224.9,117,249.9,100,14.6,3,0,False,325,696.0,0.0,3.1862745098039214,6.823529411764706
OK,117,415,No,No,0,134.7,121,180.0,83,200.9,104,7.7,3,1,False,311,523.3000000000001,0.00847457627118644,2.635593220338983,4.434745762711865
AL,49,415,No,Yes,28,214.4,78,235.2,100,206.2,107,8.0,13,3,False,298,663.8,0.06,5.96,13.276
WY,139,415,No,No,0,192.8,104,234.4,96,203.2,101,13.0,3,3,False,304,643.4000000000001,0.02142857142857143,2.1714285714285713,4.595714285714286
PA,92,408,No,Yes,28,151.1,90,194.8,79,239.2,114,10.0,3,1,False,286,595.0999999999999,0.010752688172043012,3.075268817204301,6.398924731182794
HI,148,510,Yes,No,0,218.9,88,208.0,85,203.3,99,11.1,4,0,False,276,641.3000000000001,0.0,1.8523489932885906,4.304026845637584
AL,131,415,No,Yes,25,192.7,85,225.9,105,254.2,59,10.9,6,2,False,255,683.6999999999999,0.015151515151515152,1.9318181818181819,5.179545454545454
VT,146,510,Yes,No,0,204.4,135,219.1,90,222.7,114,10.5,6,3,False,345,656.7,0.02040816326530612,2.3469387755102042,4.467346938775511
AK,48,415,No,Yes,37,211.7,115,159.9,84,144.1,80,12.2,1,1,False,280,527.9000000000001,0.02040816326530612,5.714285714285714,10.773469387755103
MI,86,415,No,Yes,28,221.6,74,288.4,100,240.3,105,9.0,2,1,False,281,759.3,0.011494252873563218,3.2298850574712645,8.727586206896552
DE,71,415,No,No,0,197.9,108,181.5,109,281.4,56,6.7,5,3,False,278,667.5,0.041666666666666664,3.861111111111111,9.270833333333334
MI,137,510,No,No,0,206.4,122,128.0,102,194.5,84,8.8,5,2,False,313,537.6999999999999,0.014492753623188406,2.2681159420289854,3.8963768115942026
KS,137,408,No,No,0,205.9,88,209.3,86,289.9,84,14.5,4,2,False,262,719.6,0.014492753623188406,1.8985507246376812,5.214492753623189
AL,167,510,No,No,0,207.6,88,132.4,63,255.2,98,14.1,5,0,False,254,609.3000000000001,0.0,1.5119047619047619,3.6267857142857145
NE,132,510,No,No,0,99.5,110,129.1,80,125.1,124,9.7,3,0,False,317,363.4,0.0,2.3834586466165413,2.732330827067669
WI,94,510,No,No,0,177.1,112,194.0,112,146.7,108,5.9,4,1,False,336,523.6999999999999,0.010526315789473684,3.536842105263158,5.512631578947368
WI,96,510,No,Yes,18,172.7,86,133.4,113,259.5,70,9.8,3,1,False,272,575.4,0.010309278350515464,2.804123711340206,5.931958762886597
IN,166,510,No,No,0,204.2,115,179.9,152,216.8,109,9.5,5,1,False,381,610.4000000000001,0.005988023952095809,2.281437125748503,3.655089820359282
DC,74,415,No,No,0,85.7,83,247.7,67,142.4,85,10.1,5,2,False,240,485.9,0.02666666666666667,3.2,6.478666666666666
AR,36,415,No,No,0,157.6,117,184.3,58,240.4,99,11.9,1,0,False,275,594.1999999999999,0.0,7.4324324324324325,16.059459459459458
ME,113,415,No,No,0,215.5,129,218.7,117,207.1,91,6.6,9,4,False,346,647.9,0.03508771929824561,3.0350877192982457,5.683333333333334
MD,67,415,No,No,0,171.7,80,110.4,81,195.4,111,11.9,4,2,False,276,489.4,0.029411764705882353,4.0588235294117645,7.197058823529411
IA,158,415,No,No,0,158.0,106,292.5,114,241.1,89,9.1,4,1,False,313,700.7,0.006289308176100629,1.9685534591194969,4.406918238993711
AZ,136,510,No,No,0,92.0,117,253.6,77,214.1,90,10.3,10,1,False,294,570.0,0.0072992700729927005,2.145985401459854,4.160583941605839
MO,196,415,No,No,0,234.0,109,249.5,114,173.1,70,9.1,5,2,False,298,665.7,0.01015228426395939,1.5126903553299493,3.3791878172588836
VT,113,415,No,No,0,272.1,111,268.5,118,213.8,105,8.5,10,1,True,344,762.9000000000001,0.008771929824561403,3.017543859649123,6.692105263157895
RI,112,510,No,No,0,194.4,101,190.3,82,183.4,107,11.4,2,0,False,292,579.5,0.0,2.584070796460177,5.128318584070796
SD,209,415,No,No,0,227.2,128,258.4,92,183.5,74,8.9,4,3,False,298,677.9999999999999,0.014285714285714285,1.4190476190476191,3.228571428571428
MN,62,415,No,No,0,248.7,109,220.0,118,265.7,78,13.2,2,1,True,307,747.6,0.015873015873015872,4.873015873015873,11.866666666666667
TX,110,415,No,Yes,38,236.3,102,195.9,112,183.5,82,9.7,6,1,False,302,625.4000000000001,0.009009009009009009,2.720720720720721,5.634234234234235
VA,16,510,No,No,0,205.6,69,169.5,93,220.1,64,10.9,3,0,False,229,606.1,0.0,13.470588235294118,35.65294117647059
MA,73,408,No,No,0,94.1,136,280.3,122,205.0,77,9.8,4,0,False,339,589.1999999999999,0.0,4.581081081081081,7.962162162162161
ID,128,408,No,No,0,125.2,99,205.4,107,254.4,111,18.9,2,0,False,319,603.9,0.0,2.4728682170542635,4.681395348837209
MA,39,408,No,No,0,60.4,158,306.2,120,123.9,46,12.4,3,1,False,327,502.9,0.025,8.175,12.5725
GA,103,415,No,Yes,28,121.0,105,270.4,100,160.5,76,7.7,4,2,False,285,559.6,0.019230769230769232,2.7403846153846154,5.380769230769231
RI,119,415,No,Yes,29,117.8,66,256.8,114,147.6,76,7.6,3,3,False,259,529.8000000000001,0.025,2.158333333333333,4.415000000000001
ID,173,510,No,Yes,21,232.4,96,211.9,118,273.0,102,5.0,5,3,False,321,722.3,0.017241379310344827,1.8448275862068966,4.151149425287356
SD,128,510,Yes,Yes,32,223.5,81,188.8,74,154.9,101,9.4,2,2,True,258,576.6,0.015503875968992248,2.0,4.469767441860466
MA,86,510,No,No,0,176.3,79,259.2,97,287.4,78,6.2,3,0,False,257,729.1,0.0,2.954022988505747,8.380459770114943
WY,114,415,No,Yes,32,125.2,79,177.8,105,232.4,89,12.9,3,1,False,276,548.3,0.008695652173913044,2.4,4.767826086956521
VA,104,408,No,No,0,138.7,107,256.9,113,234.9,74,10.0,3,0,False,297,640.5,0.0,2.8285714285714287,6.1
OR,148,415,No,No,0,86.3,134,246.6,92,251.6,91,11.3,4,1,False,321,595.8,0.006711409395973154,2.1543624161073827,3.998657718120805
VA,129,408,No,No,0,207.0,91,154.9,121,245.1,112,13.4,5,3,False,329,620.4,0.023076923076923078,2.5307692307692307,4.772307692307692
ME,100,510,No,Yes,30,58.8,104,219.5,107,152.3,118,7.1,3,0,False,332,437.70000000000005,0.0,3.287128712871287,4.333663366336634
GA,143,408,No,Yes,33,239.2,109,235.5,112,156.3,95,9.5,4,1,False,320,640.5,0.006944444444444444,2.2222222222222223,4.447916666666667
IA,76,510,No,No,0,198.3,130,217.1,86,188.4,96,12.5,3,0,False,315,616.3,0.0,4.090909090909091,8.003896103896103
AZ,158,510,No,No,0,205.2,97,240.6,77,79.7,108,14.4,12,0,False,294,539.9,0.0,1.849056603773585,3.3955974842767294
FL,116,510,No,No,0,192.1,98,312.9,135,130.2,94,7.9,2,3,False,329,643.1,0.02564102564102564,2.8119658119658117,5.496581196581197
MT,54,415,No,No,0,272.6,83,248.7,74,197.4,111,9.5,2,1,True,270,728.1999999999999,0.01818181818181818,4.909090909090909,13.239999999999998
AL,86,415,No,No,0,128.3,121,197.1,93,138.4,152,12.2,5,7,True,371,475.99999999999994,0.08045977011494253,4.264367816091954,5.471264367816091
DE,108,510,No,No,0,169.6,99,264.1,87,206.3,78,9.3,4,0,False,268,649.3,0.0,2.458715596330275,5.956880733944954
MT,66,510,No,No,0,201.3,95,152.8,66,233.2,101,7.5,4,1,False,266,594.8,0.014925373134328358,3.970149253731343,8.877611940298507
KY,151,408,No,Yes,17,214.7,97,138.5,90,169.1,44,8.6,4,1,False,235,530.9,0.006578947368421052,1.5460526315789473,3.492763157894737
SC,99,510,No,No,0,169.2,70,271.5,77,170.2,104,10.6,2,0,False,253,621.5,0.0,2.53,6.215
WA,55,415,No,No,0,194.1,121,176.6,110,302.8,136,7.0,7,2,False,374,680.5,0.03571428571428571,6.678571428571429,12.151785714285714
AK,78,408,No,No,0,225.1,67,199.2,127,175.5,102,14.6,2,0,False,298,614.4,0.0,3.7721518987341773,7.777215189873417
GA,89,415,No,No,0,213.0,63,176.6,71,262.6,126,9.1,1,1,True,261,661.3000000000001,0.011111111111111112,2.9,7.347777777777779
MN,101,415,No,No,0,183.9,115,255.9,101,275.0,145,10.8,11,1,False,372,725.5999999999999,0.00980392156862745,3.6470588235294117,7.113725490196077
IL,44,415,No,Yes,34,221.8,105,161.7,85,227.7,62,14.0,7,0,False,259,625.2,0.0,5.7555555555555555,13.893333333333334
IN,98,408,No,Yes,21,64.6,98,176.1,86,244.8,84,0.0,0,2,False,268,485.5,0.020202020202020204,2.707070707070707,4.904040404040404
SC,64,510,No,Yes,37,154.6,92,83.4,103,165.9,99,13.3,3,1,False,297,417.2,0.015384615384615385,4.569230769230769,6.418461538461538
VA,141,415,No,No,0,260.2,131,179.2,120,135.0,119,7.2,8,3,False,378,581.6,0.02112676056338028,2.6619718309859155,4.095774647887324
WI,81,415,No,Yes,33,161.6,117,123.0,90,261.3,101,12.2,5,1,False,313,558.1000000000001,0.012195121951219513,3.817073170731707,6.806097560975611
VT,162,510,No,No,0,220.6,117,155.2,121,186.7,89,10.5,11,1,False,338,573.0,0.006134969325153374,2.0736196319018405,3.5153374233128836
AZ,83,415,No,Yes,41,155.9,122,162.3,107,127.6,105,13.1,5,3,False,339,458.9000000000001,0.03571428571428571,4.035714285714286,5.46309523809524
FL,100,510,No,No,0,107.0,63,105.7,67,243.1,74,12.8,3,4,True,207,468.59999999999997,0.039603960396039604,2.0495049504950495,4.639603960396039
AK,59,510,No,No,0,182.5,104,204.7,95,229.9,100,11.3,8,4,False,307,628.4,0.06666666666666667,5.116666666666666,10.473333333333333
AR,179,415,Yes,Yes,38,220.1,78,234.3,71,237.3,85,10.1,4,4,False,238,701.8000000000001,0.022222222222222223,1.3222222222222222,3.898888888888889
AR,79,408,No,No,0,152.2,112,177.2,132,96.4,87,5.3,3,1,False,334,431.09999999999997,0.0125,4.175,5.38875
AK,117,415,No,No,0,181.5,95,205.1,88,204.0,82,14.7,9,2,False,274,605.3000000000001,0.01694915254237288,2.3220338983050848,5.129661016949153
ME,31,415,No,No,0,166.1,105,79.3,93,213.7,98,12.7,2,1,False,298,471.79999999999995,0.03125,9.3125,14.743749999999999
NM,122,408,No,Yes,23,134.2,85,227.3,132,122.4,96,8.5,2,2,False,315,492.4,0.016260162601626018,2.5609756097560976,4.003252032520325
NE,37,408,Yes,Yes,39,149.7,122,211.1,75,114.3,90,9.2,4,1,False,291,484.29999999999995,0.02631578947368421,7.657894736842105,12.744736842105262
SC,90,408,No,Yes,29,150.1,109,264.7,103,178.4,97,5.8,4,1,False,313,598.9999999999999,0.01098901098901099,3.4395604395604398,6.582417582417581
CO,159,408,Yes,No,0,257.1,53,312.2,127,183.0,82,8.8,6,1,True,268,761.0999999999999,0.00625,1.675,4.756874999999999
OH,39,415,No,Yes,36,141.7,121,232.3,113,222.1,131,12.0,5,1,False,370,608.1,0.025,9.25,15.2025
OK,194,408,No,No,0,162.3,88,213.7,118,192.1,81,10.9,2,0,False,289,579.0,0.0,1.4820512820512821,2.9692307692307693
CO,154,415,No,No,0,350.8,75,216.5,94,253.9,100,10.1,9,1,True,278,831.3,0.0064516129032258064,1.793548387096774,5.363225806451613
NC,112,415,No,No,0,193.3,96,264.1,123,128.6,115,9.1,3,4,False,337,595.1,0.035398230088495575,2.982300884955752,5.266371681415929
MD,45,415,No,No,0,78.2,127,253.4,108,255.0,100,18.0,3,1,False,338,604.6,0.021739130434782608,7.3478260869565215,13.143478260869566
KS,132,415,No,No,0,83.4,110,232.2,137,146.7,114,7.6,5,1,False,366,469.90000000000003,0.007518796992481203,2.7518796992481205,3.5330827067669177
MA,128,415,No,No,0,195.6,99,267.8,120,164.9,76,16.0,2,0,False,297,644.3,0.0,2.302325581395349,4.9945736434108525
NM,56,408,No,No,0,197.0,110,222.8,102,225.3,91,10.6,6,2,False,309,655.7,0.03508771929824561,5.421052631578948,11.503508771929825
CA,151,415,Yes,No,0,218.0,57,114.4,88,269.2,95,12.4,1,0,True,241,613.9999999999999,0.0,1.5855263157894737,4.039473684210526
NY,32,415,No,No,0,164.8,98,229.9,96,167.3,108,14.8,2,2,False,304,576.8,0.06060606060606061,9.212121212121213,17.478787878787877
AZ,90,415,No,No,0,179.2,77,210.7,99,276.9,58,9.2,6,2,False,240,676.0,0.02197802197802198,2.6373626373626373,7.428571428571429
DC,138,415,No,No,0,170.5,87,118.2,116,187.9,111,11.2,7,2,False,321,487.8,0.014388489208633094,2.3093525179856114,3.5093525179856115
ND,79,408,No,No,0,205.7,123,214.5,108,226.1,106,6.7,18,1,False,355,653.0,0.0125,4.4375,8.1625
MO,95,415,Yes,No,0,165.5,84,286.2,112,198.9,89,11.5,2,1,True,287,662.1,0.010416666666666666,2.9895833333333335,6.8968750000000005
KS,127,415,No,No,0,221.0,100,160.7,113,233.1,96,6.8,4,2,False,313,621.5999999999999,0.015625,2.4453125,4.856249999999999
SD,137,510,No,No,0,242.1,118,191.0,93,218.6,50,14.7,2,3,False,263,666.4000000000001,0.021739130434782608,1.9057971014492754,4.828985507246378
OK,97,415,No,No,0,151.6,107,155.4,96,240.0,112,14.7,4,1,False,319,561.7,0.01020408163265306,3.2551020408163267,5.731632653061225
OR,149,415,Yes,No,0,176.2,87,145.0,81,249.5,92,5.7,4,0,False,264,576.4000000000001,0.0,1.76,3.842666666666667
IN,117,415,Yes,Yes,22,196.0,82,322.7,82,225.6,120,3.7,5,1,False,289,748.0000000000001,0.00847457627118644,2.4491525423728815,6.3389830508474585
OH,84,408,No,No,0,159.5,125,247.1,90,187.9,82,7.2,4,2,False,301,601.7,0.023529411764705882,3.541176470588235,7.078823529411765
KS,137,415,No,No,0,230.2,113,220.4,79,204.7,111,10.7,7,4,False,310,666.0,0.028985507246376812,2.246376811594203,4.826086956521739
CT,99,415,No,No,0,146.7,64,274.0,99,321.3,98,8.9,1,3,False,262,750.9,0.03,2.62,7.5089999999999995
WI,85,415,No,No,0,102.0,95,270.2,139,148.2,105,10.7,3,1,False,342,531.1,0.011627906976744186,3.9767441860465116,6.175581395348837
MS,150,510,No,No,0,126.0,99,238.5,73,285.1,100,10.2,6,3,False,278,659.8000000000001,0.019867549668874173,1.8410596026490067,4.36953642384106
WV,43,415,No,No,0,168.4,125,243.8,89,214.7,102,11.1,2,1,False,318,638.0000000000001,0.022727272727272728,7.2272727272727275,14.500000000000002
MD,98,415,No,No,0,206.5,92,176.2,152,232.8,115,12.4,5,5,False,364,627.9,0.050505050505050504,3.676767676767677,6.342424242424242
PA,112,510,No,No,0,217.1,76,205.2,100,185.7,91,9.4,3,2,False,270,617.4,0.017699115044247787,2.3893805309734515,5.463716814159292
WI,16,510,No,No,0,229.6,78,205.7,108,166.2,91,10.8,2,0,True,279,612.3,0.0,16.41176470588235,36.01764705882353
TN,98,415,No,Yes,22,278.3,89,93.4,143,107.6,42,9.7,5,0,False,279,489.00000000000006,0.0,2.8181818181818183,4.93939393939394
IL,84,510,No,No,0,181.5,129,130.7,112,186.5,118,8.5,4,1,False,363,507.2,0.011764705882352941,4.270588235294118,5.9670588235294115
DC,66,415,No,No,0,167.3,91,230.0,68,191.7,118,10.6,5,1,True,282,599.6,0.014925373134328358,4.208955223880597,8.949253731343283
GA,98,415,No,Yes,31,121.0,105,218.9,98,226.7,110,12.0,1,1,False,314,578.5999999999999,0.010101010101010102,3.1717171717171717,5.844444444444443
ID,74,415,No,No,0,221.1,124,110.8,94,240.1,112,10.6,3,0,False,333,582.6,0.0,4.44,7.768000000000001
KY,119,510,No,No,0,222.8,122,163.2,107,160.6,112,11.2,6,1,False,347,557.8000000000001,0.008333333333333333,2.8916666666666666,4.648333333333334
OH,73,415,No,No,0,183.4,80,242.0,115,201.4,100,7.5,3,4,False,298,634.3,0.05405405405405406,4.027027027027027,8.57162162162162
WI,92,415,Yes,No,0,264.3,91,160.9,115,198.6,73,9.3,5,0,False,284,633.1,0.0,3.053763440860215,6.80752688172043
IL,21,415,No,No,0,146.0,78,109.7,79,247.4,108,6.8,7,0,False,272,509.90000000000003,0.0,12.363636363636363,23.17727272727273
DE,122,510,No,No,0,157.1,134,184.9,122,197.2,59,8.5,5,4,True,320,547.7,0.032520325203252036,2.6016260162601625,4.452845528455285
RI,133,510,Yes,No,0,127.3,108,251.3,81,135.0,88,10.3,3,1,False,280,523.9,0.007462686567164179,2.08955223880597,3.9097014925373132
TX,145,415,No,No,0,187.9,110,197.0,117,167.0,108,4.8,4,2,False,339,556.6999999999999,0.0136986301369863,2.3219178082191783,3.8130136986301366
OR,25,408,No,No,0,178.8,90,141.2,72,203.0,99,8.4,5,2,False,266,531.4,0.07692307692307693,10.23076923076923,20.43846153846154
MS,126,415,No,No,0,256.5,112,199.5,90,188.3,122,7.0,5,3,False,329,651.3,0.023622047244094488,2.590551181102362,5.128346456692913
OR,76,415,No,No,0,169.5,77,124.0,87,219.4,92,10.0,3,0,False,259,522.9,0.0,3.3636363636363638,6.790909090909091
DE,113,415,No,No,0,239.7,47,282.9,110,238.4,88,8.7,3,2,True,248,769.6999999999999,0.017543859649122806,2.175438596491228,6.751754385964912
DE,224,510,Yes,No,0,171.5,99,160.0,103,212.4,102,5.0,2,1,True,306,548.9,0.0044444444444444444,1.36,2.4395555555555553
SD,128,408,No,Yes,34,142.3,73,194.8,79,239.3,81,16.0,6,1,False,239,592.4000000000001,0.007751937984496124,1.8527131782945736,4.592248062015504
NV,115,415,No,No,0,184.1,98,327.0,73,212.5,106,7.5,6,2,False,283,731.1,0.017241379310344827,2.439655172413793,6.302586206896552
NM,141,415,No,Yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,False,387,652.3999999999999,0.014084507042253521,2.7253521126760565,4.594366197183097
MN,51,510,No,No,0,259.9,114,176.2,94,77.2,112,15.3,1,1,False,321,528.5999999999999,0.019230769230769232,6.173076923076923,10.165384615384614
NJ,100,415,No,No,0,203.8,122,283.1,76,197.3,83,12.5,3,0,False,284,696.7,0.0,2.8118811881188117,6.898019801980198
IN,96,415,No,Yes,45,248.8,124,140.3,77,263.6,102,10.3,2,3,False,305,663.0,0.030927835051546393,3.1443298969072164,6.835051546391752
ME,163,415,No,No,0,122.4,129,113.4,108,180.2,97,12.5,7,1,False,341,428.5,0.006097560975609756,2.0792682926829267,2.6128048780487805
NH,67,415,No,Yes,40,104.9,65,216.3,93,217.4,128,9.6,9,1,False,295,548.2,0.014705882352941176,4.338235294117647,8.061764705882354
OR,49,510,No,No,0,119.4,69,273.3,92,214.4,153,12.4,7,2,False,321,619.5,0.04,6.42,12.39
KS,46,510,No,No,0,250.3,100,260.6,90,195.0,104,13.3,2,2,True,296,719.2,0.0425531914893617,6.297872340425532,15.302127659574468
NE,148,415,No,No,0,178.3,98,282.6,110,181.0,98,11.4,4,1,False,310,653.3000000000001,0.006711409395973154,2.0805369127516777,4.3845637583892625
MI,112,510,No,No,0,243.4,77,182.1,97,259.2,94,12.8,2,1,False,270,697.5,0.008849557522123894,2.3893805309734515,6.172566371681416
