State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
VT,95,510,No,No,0,203.4,96,168.6,61,173.0,105,13.7,3,2,False
NV,76,510,Yes,No,0,241.0,120,231.8,96,220.2,67,9.9,1,1,True
WV,93,415,No,No,0,141.7,95,221.0,100,227.1,71,10.2,3,0,False
WA,83,408,No,No,0,134.8,96,167.2,78,161.5,123,7.7,5,2,False
KS,123,415,No,No,0,163.1,119,249.4,51,168.2,77,9.0,10,1,False
VT,64,408,No,No,0,145.5,116,228.4,110,273.4,91,8.9,8,1,False
OK,82,510,No,No,0,329.8,73,208.3,120,267.1,102,10.6,6,0,True
CO,110,510,No,No,0,131.9,93,272.7,106,192.8,105,7.1,4,1,False
TN,47,415,No,Yes,30,196.6,93,241.4,140,226.0,118,12.9,4,2,False
KY,115,510,No,No,0,99.7,107,145.1,96,149.4,99,14.1,4,2,False
PA,69,415,No,No,0,143.6,88,141.8,86,194.0,83,10.8,5,3,False
CT,90,415,No,No,0,37.8,80,155.3,105,175.0,111,14.2,5,3,False
MN,98,415,No,No,0,72.8,107,186.4,103,175.3,110,10.5,4,3,False
WY,90,408,No,Yes,39,94.8,89,219.1,91,197.4,65,11.4,5,1,False
PA,174,415,No,Yes,15,221.8,143,210.6,115,221.8,109,12.4,9,1,False
PA,79,415,No,No,0,268.3,114,185.5,111,264.6,88,6.3,7,1,True
VT,99,415,No,No,0,115.5,75,218.1,111,254.9,98,11.5,7,7,True
ID,114,415,No,No,0,202.1,100,195.7,102,291.8,120,13.3,5,2,False
PA,141,510,No,No,0,215.6,113,200.6,81,153.8,107,12.4,6,1,False
NM,132,408,No,No,0,169.9,107,209.4,121,206.1,79,11.5,2,1,False
FL,133,510,No,No,0,201.7,85,169.4,116,286.3,80,6.0,4,0,False
TX,133,408,No,No,0,221.1,133,160.2,140,161.8,84,8.4,3,4,False
VT,93,510,No,Yes,32,218.7,117,115.0,61,192.7,85,9.4,5,2,False
OR,140,415,No,No,0,120.3,108,240.4,84,216.4,74,7.7,3,4,True
FL,144,510,No,No,0,278.5,95,240.7,90,120.0,90,11.6,5,1,True
ID,24,408,No,Yes,29,236.3,105,190.8,114,129.0,105,7.2,2,3,False
MD,54,415,No,No,0,273.8,113,119.6,156,267.6,117,11.7,3,1,False
WV,50,408,No,No,0,131.1,129,160.5,94,206.9,88,5.6,9,5,True
ID,92,415,No,Yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4,False
NV,96,408,No,No,0,197.7,68,250.5,53,181.2,67,10.5,3,3,False
SC,102,408,No,No,0,174.5,73,213.7,114,164.7,116,10.3,5,4,False
NE,99,415,No,No,0,200.0,66,107.9,104,233.7,82,11.4,2,3,False
ME,36,510,No,Yes,25,152.8,110,242.8,67,147.4,74,9.1,2,1,False
MI,70,510,No,No,0,129.9,102,208.7,133,231.4,93,14.3,3,1,False
AZ,109,415,Yes,No,0,268.4,85,150.6,131,297.9,84,9.7,8,2,True
AZ,100,415,No,No,0,188.5,152,148.3,115,179.8,88,15.2,5,2,False
MA,80,510,No,No,0,149.8,123,276.3,75,241.4,75,10.9,7,2,False
SC,100,510,No,No,0,115.9,87,111.3,56,170.2,77,7.1,4,1,False
WV,50,510,No,No,0,131.7,108,216.5,103,196.1,126,11.0,5,1,False
MS,105,415,No,No,0,101.4,48,159.1,119,259.2,53,12.2,2,1,False
VA,113,415,No,Yes,23,149.0,104,235.8,67,201.8,76,9.5,5,4,False
MS,111,415,No,Yes,36,96.8,123,170.6,105,166.0,85,13.4,4,2,False
NM,161,408,No,No,0,107.5,121,256.4,46,247.2,131,12.6,3,2,False
TX,70,415,No,No,0,232.8,95,303.4,111,255.6,104,12.9,7,0,True
HI,97,415,No,Yes,43,121.1,105,260.2,115,222.4,100,8.3,5,3,False
WA,130,510,No,No,0,124.3,70,270.7,99,239.5,83,3.5,6,0,False
WI,92,415,No,No,0,157.7,101,298.6,100,216.9,99,13.8,3,1,False
CO,119,408,No,No,0,124.3,68,207.1,88,157.4,93,14.8,1,0,False
NV,115,415,No,No,0,286.4,125,205.7,74,191.4,141,6.9,6,1,True
VA,127,408,No,Yes,25,173.0,91,245.8,64,300.0,99,4.8,3,0,False
ND,153,415,No,Yes,31,218.5,130,134.2,103,118.9,105,9.4,6,0,False
HI,79,415,No,No,0,41.9,124,211.0,95,237.9,55,11.4,5,1,False
ND,35,415,No,No,0,260.8,87,258.1,78,131.3,123,5.8,2,1,False
MN,68,510,No,No,0,226.7,94,168.4,129,188.7,117,10.2,1,0,False
DC,60,408,No,No,0,179.3,147,208.9,89,248.2,98,13.5,6,1,True
MT,71,510,No,Yes,23,175.7,82,258.9,136,268.4,154,14.1,7,1,False
WV,124,415,No,No,0,157.4,107,167.8,112,188.8,102,8.8,3,3,False
ME,23,510,No,No,0,113.1,74,168.8,95,262.9,126,6.9,2,1,True
WY,225,415,No,No,0,182.7,142,246.5,63,218.0,103,8.8,2,1,False
NY,181,415,Yes,No,0,161.3,83,124.4,83,262.0,98,14.1,3,0,True
VT,63,415,No,No,0,142.5,92,208.3,102,228.9,120,7.5,2,2,False
NC,54,415,Yes,No,0,190.5,108,259.7,108,141.5,111,9.7,2,2,True
MO,80,408,Yes,Yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1,False
NC,118,408,Yes,Yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,False
NJ,42,408,Yes,No,0,180.7,127,174.6,94,165.3,114,12.0,6,2,False
OH,134,408,No,No,0,202.7,105,224.9,90,253.9,108,12.1,7,0,False
TX,66,415,No,Yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0,False
WA,66,415,No,No,0,205.1,102,232.7,109,259.9,95,9.2,6,2,False
TN,127,415,No,Yes,28,235.6,124,236.8,113,241.2,127,7.7,2,1,False
HI,146,510,No,No,0,189.3,77,155.9,128,186.0,83,7.4,3,0,False
WY,93,408,No,Yes,42,166.9,101,273.2,84,171.0,106,11.5,1,1,False
CT,77,415,No,No,0,245.2,87,254.1,83,239.4,91,7.5,4,0,True
NM,111,415,No,No,0,132.6,125,221.1,67,127.9,101,12.7,2,4,True
AL,115,510,No,Yes,14,192.3,86,88.7,90,229.4,120,10.5,3,2,False
MN,115,510,Yes,No,0,122.0,110,220.2,100,179.7,124,10.8,2,2,True
NC,114,408,No,No,0,193.0,101,250.0,81,133.3,79,9.6,2,2,False
OH,106,415,No,No,0,158.6,112,220.0,114,252.9,106,9.1,3,0,False
CO,59,510,No,No,0,153.6,92,205.5,88,114.5,89,12.5,10,1,False
ND,87,415,Yes,Yes,40,221.6,79,157.1,74,222.4,124,11.5,3,1,False
NY,21,415,No,No,0,244.7,81,168.0,117,281.5,87,6.6,1,1,False
WI,142,408,No,Yes,24,239.8,103,285.9,65,256.7,106,9.5,4,0,False
OR,149,415,No,No,0,242.5,83,245.4,97,219.6,80,10.0,3,3,True
CO,54,510,No,Yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2,False
PA,88,510,No,No,0,218.2,76,169.3,60,141.1,99,8.0,1,1,False
IL,85,415,No,Yes,29,144.6,97,140.0,102,165.4,148,10.9,3,1,False
DE,51,415,Yes,No,0,153.6,108,232.9,85,214.2,92,14.1,4,0,True
MO,45,510,No,Yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2,False
OH,146,408,No,Yes,31,202.5,91,241.4,108,169.6,77,7.8,2,1,False
WI,63,510,No,Yes,34,152.2,119,227.1,91,195.7,103,12.3,5,1,False
OH,72,510,No,No,0,138.9,111,211.6,102,179.5,91,10.8,3,1,False
TN,130,408,No,No,0,127.0,102,206.9,107,231.7,99,6.1,6,0,False
SD,97,415,No,No,0,168.6,87,259.2,105,279.8,123,7.3,4,1,False
NY,54,415,No,No,0,286.6,73,223.2,108,203.7,107,11.5,5,1,True
GA,160,415,No,Yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1,False
TX,79,415,No,No,0,144.0,90,135.8,91,212.4,129,13.0,4,1,False
WV,92,415,No,Yes,47,141.6,95,207.9,130,203.6,95,10.2,11,0,False
MI,59,415,No,No,0,204.3,65,247.3,123,214.7,94,12.0,4,1,False
ND,132,510,No,No,0,163.2,80,167.6,90,87.5,90,6.2,10,1,False
SD,93,415,No,No,0,176.1,103,199.7,130,263.9,96,8.5,6,2,False
NJ,147,415,No,Yes,36,254.2,78,228.1,105,98.0,125,13.8,7,5,False
AK,101,510,No,No,0,174.9,105,262.0,75,210.0,93,8.5,5,1,False
CT,125,415,Yes,No,0,187.3,118,160.7,111,263.8,112,9.6,2,0,True
CO,63,415,No,No,0,211.8,84,230.9,137,217.1,99,10.7,9,3,False
MD,107,415,No,No,0,241.9,102,126.9,117,185.6,92,11.7,6,0,False
MN,117,408,No,No,0,161.6,104,196.3,119,294.8,111,13.8,2,1,False
KY,124,415,No,No,0,194.0,103,241.0,116,227.5,153,11.9,5,0,False
NH,115,510,No,No,0,109.7,148,223.8,87,240.3,96,15.4,8,3,False
CO,156,408,Yes,No,0,277.0,119,238.3,106,94.4,96,8.3,3,1,False
KY,89,408,No,No,0,192.1,83,163.6,88,169.7,138,6.1,3,0,False
KY,72,415,No,No,0,198.4,147,216.9,121,112.8,125,13.1,4,0,False
OR,53,415,No,No,0,184.8,98,216.4,125,141.1,116,18.4,3,2,False
SD,116,408,No,No,0,167.8,119,142.0,123,190.7,128,7.3,4,2,False
DE,78,408,No,No,0,139.2,140,191.4,113,286.5,125,11.8,3,3,False
NE,56,510,No,No,0,121.6,84,165.3,115,243.9,95,8.9,2,1,False
OH,123,408,No,Yes,39,270.4,99,245.1,110,108.9,113,15.4,7,1,False
AR,116,415,No,Yes,23,253.0,78,138.9,121,277.8,104,11.8,3,2,False
WI,102,408,No,No,0,200.6,106,152.5,127,199.4,128,7.7,2,3,False
OR,95,415,No,No,0,167.6,96,176.0,89,250.9,113,13.4,6,2,False
VA,102,408,No,No,0,156.5,67,204.3,103,141.9,72,9.9,2,2,False
AR,89,415,No,Yes,25,215.1,140,197.4,69,162.1,117,10.6,10,1,False
CT,50,408,No,No,0,301.7,82,167.1,118,72.2,89,10.5,6,1,False
OH,93,415,No,Yes,42,152.3,90,267.5,102,266.9,130,11.3,5,7,False
WY,68,510,No,No,0,195.4,116,212.1,101,138.4,134,15.1,11,1,False
IL,70,408,No,No,0,208.7,97,275.5,83,182.5,122,8.0,3,2,False
MO,138,415,No,Yes,29,190.1,87,223.2,123,256.2,130,14.2,6,0,False
MA,112,415,No,Yes,17,183.2,95,252.8,125,156.7,95,9.7,3,0,False
NH,117,510,Yes,No,0,54.2,100,303.2,84,171.8,84,8.6,2,1,True
IA,1,408,No,Yes,26,208.0,115,185.0,113,177.7,144,8.1,9,1,False
AL,70,415,No,No,0,230.3,110,77.9,87,247.1,105,13.2,4,1,False
WV,52,510,No,Yes,21,195.7,119,106.2,95,157.4,94,5.3,3,2,False
NV,105,408,No,No,0,166.1,93,175.9,106,243.5,55,16.2,3,2,False
SC,77,510,No,Yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4,True
NC,80,415,Yes,No,0,189.1,122,223.2,92,269.0,116,13.9,3,2,True
NH,120,510,No,Yes,43,177.9,117,175.1,70,161.3,117,11.5,4,1,False
WY,54,408,No,Yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2,False
FL,148,510,Yes,No,0,148.2,138,159.6,123,197.4,62,8.6,3,2,False
PA,119,408,No,No,0,287.1,115,159.3,99,216.8,86,13.9,1,2,True
MO,85,510,No,No,0,165.8,96,190.0,141,144.0,116,10.9,3,5,True
KS,101,510,No,Yes,25,144.1,144,167.6,105,240.0,107,14.5,3,1,False
KY,172,415,No,No,0,172.5,85,253.1,71,221.6,113,5.9,6,0,False
DE,80,415,No,No,0,199.8,138,167.1,91,271.8,94,5.5,4,1,False
WI,67,510,No,No,0,109.1,134,142.3,76,91.2,86,10.9,5,2,False
CO,86,408,No,No,0,171.8,106,301.7,44,139.4,108,9.7,5,1,False
NM,107,415,No,No,0,222.3,101,286.0,111,249.4,117,12.1,4,1,True
DE,133,510,No,No,0,245.8,102,264.7,90,111.7,103,11.2,7,0,False
IL,116,510,No,No,0,164.6,110,270.6,103,230.4,109,8.0,3,0,False
WA,63,408,No,No,0,211.7,107,271.7,77,203.3,108,7.4,7,0,False
MA,119,408,Yes,Yes,16,147.2,103,160.1,96,184.0,120,7.7,2,0,True
OH,133,408,Yes,No,0,254.7,103,252.2,80,178.1,103,8.0,3,0,True
TN,94,408,Yes,No,0,170.1,113,271.8,94,110.7,78,8.7,4,1,False
MA,69,510,No,No,0,195.1,91,261.5,57,203.8,90,11.4,5,0,False
MI,146,408,No,No,0,149.3,83,187.1,130,149.8,100,7.9,4,7,True
NH,142,408,Yes,Yes,25,191.1,109,149.6,120,227.8,60,9.8,3,0,False
MD,123,408,No,No,0,206.9,115,224.4,86,197.4,60,8.3,2,3,False
MS,101,408,No,No,0,239.0,156,273.0,106,278.2,93,13.5,8,1,True
AZ,43,415,No,No,0,179.3,97,252.7,126,227.5,114,8.0,5,0,False
IN,69,408,No,No,0,185.3,91,219.1,88,243.6,107,5.5,5,0,False
NY,15,510,Yes,No,0,141.4,80,123.9,76,323.5,88,8.1,3,2,False
WV,67,510,No,No,0,152.5,131,252.4,107,185.4,104,4.9,3,2,False
NY,99,415,No,No,0,145.6,102,230.9,87,181.5,86,11.4,7,1,False
OK,46,415,No,No,0,164.2,116,196.2,153,236.1,119,8.1,1,1,False
NC,55,408,Yes,No,0,221.0,115,165.4,97,235.4,117,9.7,4,1,False
KY,39,415,No,No,0,295.4,126,232.1,117,204.4,123,11.5,2,1,True
TX,92,510,No,No,0,139.8,98,174.9,143,201.6,135,9.4,7,2,False
CT,56,415,No,No,0,162.3,99,149.1,78,255.5,115,14.8,1,4,True
NE,76,415,No,No,0,272.7,97,236.4,95,235.5,105,7.7,2,0,True
HI,132,408,Yes,Yes,33,200.3,75,226.6,67,198.8,91,12.9,3,2,False
AK,51,510,Yes,Yes,12,135.8,60,200.6,134,192.4,98,12.3,7,2,False
SD,27,408,No,No,0,236.7,110,231.9,92,164.7,85,12.7,6,1,False
ID,224,510,No,No,0,111.4,133,175.0,66,217.2,106,5.5,6,3,False
OK,105,510,Yes,Yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0,True
WA,117,408,No,No,0,191.1,93,282.8,56,84.8,118,12.0,4,2,False
VA,146,415,No,No,0,205.4,101,134.9,77,310.5,83,10.3,2,3,False
WI,147,415,Yes,No,0,225.2,111,184.9,98,143.2,146,9.9,1,0,True
IN,68,510,No,No,0,249.9,127,254.5,118,273.2,98,8.9,6,2,True
NM,68,408,No,No,0,131.6,89,137.0,109,256.3,107,10.2,5,3,False
VT,159,415,No,No,0,275.8,103,189.5,108,223.9,93,7.4,5,2,True
AZ,134,415,No,Yes,40,142.9,105,88.6,61,290.0,96,10.8,6,1,False
VT,113,510,No,No,0,207.2,113,256.0,80,211.0,87,9.9,1,1,False
MO,132,408,No,No,0,206.2,100,211.2,118,196.2,122,10.2,6,1,False
NJ,93,510,Yes,Yes,38,225.7,117,119.6,122,193.2,125,14.0,7,1,True
WA,174,408,No,Yes,33,167.8,91,205.3,91,130.0,132,14.5,4,4,True
NY,61,415,No,No,0,197.7,118,152.2,96,221.0,93,7.0,3,2,False
DC,91,415,No,Yes,39,169.8,105,65.2,116,144.4,92,10.9,4,1,False
NE,88,408,No,Yes,28,190.6,104,237.3,105,211.6,116,9.8,1,2,False
MA,88,408,No,Yes,45,80.3,140,153.3,101,309.2,123,12.8,3,2,False
NM,182,415,No,No,0,69.1,114,230.3,109,256.7,96,6.5,4,0,False
CO,118,408,No,No,0,188.8,60,217.4,64,220.1,100,8.2,7,4,False
NH,103,408,No,No,0,150.6,125,169.1,126,221.2,104,10.4,8,8,True
IL,65,510,No,No,0,192.0,89,139.5,88,187.4,102,5.5,4,2,False
UT,61,408,No,Yes,25,163.7,78,113.2,112,134.1,118,9.9,3,3,False
WV,172,415,No,No,0,211.7,100,198.7,101,301.7,136,6.5,9,1,False
NJ,72,415,No,No,0,175.5,103,132.3,120,242.9,96,11.8,3,1,False
NM,113,510,No,No,0,150.1,120,200.1,85,266.7,105,11.0,3,2,False
NM,67,415,No,No,0,215.5,102,190.7,95,214.5,106,8.6,6,1,False
DE,136,415,No,No,0,101.7,105,202.8,99,136.2,119,9.4,6,3,False
GA,71,415,No,No,0,258.4,132,126.8,119,182.4,87,9.7,8,4,False
HI,134,408,No,No,0,242.4,126,152.9,115,318.3,115,11.8,6,1,False
NJ,84,415,No,No,0,190.2,102,197.7,141,247.5,102,9.8,6,2,False
ME,39,408,No,No,0,154.1,104,204.2,112,196.2,92,9.8,4,2,False
OK,110,510,No,No,0,188.0,127,90.5,118,150.3,64,15.3,3,3,False
TN,102,510,No,No,0,103.1,70,275.0,129,141.1,92,11.2,5,1,False
WY,70,415,No,No,0,175.4,130,159.5,130,260.6,96,11.6,4,0,False
NY,142,415,No,No,0,145.4,93,209.1,98,214.0,96,10.9,1,1,False
RI,17,415,No,No,0,161.5,123,214.2,81,315.0,106,8.6,5,1,False
PA,119,408,No,No,0,260.1,101,256.5,68,229.1,89,10.0,2,1,True
MD,108,415,Yes,Yes,42,130.1,90,167.0,128,244.7,80,13.6,5,3,True
VA,90,415,No,No,0,102.0,118,113.3,134,188.6,105,11.4,3,2,False
IN,100,415,No,Yes,33,218.7,104,155.0,144,99.0,117,12.1,4,1,False
OR,155,408,No,Yes,30,128.5,86,188.4,91,254.4,85,6.8,6,1,False
AZ,113,510,No,No,0,128.7,100,227.1,67,178.1,135,9.2,4,2,True
WI,123,415,No,No,0,172.2,92,162.6,76,250.3,101,8.7,4,1,False
VA,145,408,No,No,0,199.2,124,126.0,86,289.2,135,7.6,3,1,False
MO,42,415,No,No,0,184.5,98,200.5,93,279.2,91,8.8,3,2,False
NV,125,510,No,No,0,168.6,99,175.6,107,243.3,92,10.9,7,0,False
HI,131,415,No,Yes,30,174.0,118,205.3,81,218.2,90,6.7,3,1,False
WA,107,415,No,No,0,230.4,65,257.4,80,107.3,88,8.5,3,1,False
IL,48,408,No,No,0,198.2,73,202.8,115,146.4,73,5.1,5,1,False
IL,76,510,No,No,0,186.1,96,211.6,100,230.6,100,8.0,4,0,False
LA,128,415,No,No,0,148.5,105,243.0,106,255.2,114,6.8,2,1,False
WI,73,415,No,No,0,157.1,109,268.8,83,181.5,91,10.0,8,0,False
TX,52,415,No,No,0,155.0,110,133.4,104,176.1,84,7.0,4,4,True
NC,124,415,No,No,0,188.5,77,182.0,123,218.2,127,6.1,6,1,False
WA,137,408,No,No,0,208.8,120,225.3,100,221.6,130,11.1,5,0,False
MS,107,510,No,Yes,30,198.9,87,207.0,90,159.8,76,12.6,4,3,False
KY,147,408,No,No,0,212.8,79,204.1,91,156.2,113,10.2,2,1,False
RI,116,510,No,No,0,137.4,126,120.0,94,130.3,64,12.4,2,3,False
NY,60,510,No,Yes,31,191.8,75,267.8,135,200.5,62,12.8,3,2,False
TX,38,510,No,No,0,149.0,92,49.2,78,163.3,93,13.9,11,0,False
DE,63,408,No,No,0,117.1,118,249.6,90,162.2,84,11.1,4,3,False
NM,94,415,No,No,0,108.0,79,241.9,152,252.1,92,10.4,3,3,False
RI,131,415,No,No,0,112.8,133,199.4,116,142.7,105,10.1,5,0,False
MS,158,510,No,No,0,175.9,105,188.3,88,188.3,98,11.0,6,1,False
NY,139,510,No,No,0,236.6,109,169.9,107,212.3,118,11.1,2,1,True
WI,140,415,No,No,0,129.6,79,246.2,99,172.1,124,9.4,10,3,False
SD,52,510,No,Yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1,False
VA,103,510,No,No,0,167.8,121,212.9,123,208.2,73,13.0,3,5,False
CO,85,510,No,Yes,21,283.2,110,239.7,108,149.5,80,6.3,1,5,False
WA,71,408,No,No,0,141.2,132,149.1,90,171.4,72,7.0,2,2,False
NV,177,415,No,Yes,27,230.2,106,196.1,78,215.4,108,10.4,2,1,False
SC,49,415,Yes,No,0,237.8,92,208.9,119,167.8,86,15.6,6,2,True
RI,106,510,Yes,No,0,204.0,84,168.5,61,164.0,102,13.3,3,3,True
ID,60,510,No,No,0,221.1,106,178.6,48,202.7,90,7.4,3,1,False
KY,43,408,No,No,0,177.2,93,142.6,60,314.1,144,12.7,2,4,False
SD,125,415,No,No,0,163.8,73,255.6,85,192.9,95,15.7,4,0,False
SC,114,510,No,Yes,4,141.3,96,230.4,88,223.7,85,9.4,3,3,False
TN,112,415,No,No,0,272.5,119,226.1,94,159.1,94,16.4,5,3,True
MT,101,408,No,Yes,16,118.9,112,228.3,97,180.1,111,8.2,5,2,False
WI,70,415,No,No,0,7.9,100,136.4,83,156.6,89,12.1,1,0,False
AK,59,408,No,No,0,159.5,96,167.2,123,138.6,106,10.2,4,0,False
AZ,59,408,No,No,0,150.2,70,185.7,98,212.5,128,12.1,2,1,False
DE,99,415,No,No,0,140.7,88,210.9,98,229.9,125,12.4,4,2,False
VA,150,510,No,No,0,169.2,123,216.8,83,179.4,107,12.6,3,1,False
MA,81,510,No,No,0,220.8,77,148.5,87,183.9,100,7.6,3,2,False
IN,86,510,No,No,0,216.3,96,266.3,77,214.0,110,4.5,3,0,False
MD,84,510,No,No,0,169.5,96,157.6,94,98.2,70,10.6,7,0,False
NV,118,510,No,Yes,35,256.3,119,258.1,91,215.5,130,11.7,1,1,False
CO,89,415,No,No,0,179.7,128,299.8,92,185.3,120,7.6,3,1,False
KS,93,415,No,No,0,266.0,120,130.1,84,165.8,63,13.1,6,3,False
AR,85,415,No,No,0,96.7,97,193.8,95,171.7,88,9.7,3,2,False
WY,160,408,No,No,0,82.7,116,194.6,95,159.0,54,10.9,9,0,False
PA,28,415,No,No,0,168.2,87,161.7,92,192.4,112,10.1,3,3,False
TX,73,408,No,No,0,286.4,109,178.2,67,214.2,152,10.7,14,1,True
NY,156,408,No,No,0,174.3,95,186.6,128,258.2,105,12.9,5,3,False
OR,33,415,Yes,No,0,190.6,100,161.7,104,189.9,136,13.0,6,1,False
CA,77,510,No,No,0,175.5,86,205.1,78,245.2,100,17.8,3,4,False
NY,119,415,No,No,0,133.4,102,204.6,71,196.9,103,11.1,7,1,False
AR,91,510,No,Yes,27,204.6,96,136.0,93,210.5,82,6.6,2,3,False
MI,102,510,No,No,0,242.2,88,233.2,89,188.5,121,6.2,6,3,False
OK,86,415,No,Yes,33,253.1,112,210.1,94,95.0,98,11.9,4,3,False
TX,82,415,No,No,0,130.0,110,185.3,88,178.7,105,8.3,4,0,False
NC,89,408,No,No,0,105.9,151,189.6,142,170.9,67,12.7,7,0,False
ID,86,415,No,No,0,194.2,98,193.8,95,192.0,123,9.3,7,3,False
OR,92,415,No,No,0,196.5,82,190.0,89,163.2,99,10.8,2,2,False
SD,87,510,No,No,0,184.5,81,172.0,103,183.4,96,13.7,3,3,False
NE,64,408,No,No,0,261.9,113,148.1,99,145.2,74,13.8,4,0,False
RI,80,510,No,No,0,202.4,118,260.2,67,177.4,112,9.2,5,3,False
MD,165,415,No,Yes,39,167.4,113,172.7,94,192.6,113,9.5,4,3,False
ID,153,415,No,Yes,22,167.7,104,246.8,91,203.9,117,7.5,11,1,False
SD,108,415,No,No,0,240.2,78,230.3,109,217.0,83,5.2,1,2,False
NY,104,415,No,Yes,26,189.1,112,178.2,97,199.3,104,11.1,4,1,False
DE,115,408,No,No,0,127.7,67,182.9,90,172.9,92,10.6,7,1,False
OK,87,415,No,No,0,205.2,106,99.5,122,189.5,75,13.4,3,1,False
IN,119,510,No,No,0,154.5,129,193.6,87,180.9,145,13.4,3,2,False
NV,69,415,No,No,0,153.7,109,194.0,105,256.1,114,14.1,6,1,False
SD,93,510,No,No,0,328.1,106,151.7,89,303.5,114,8.7,3,1,True
OK,154,415,Yes,No,0,145.9,69,208.2,141,180.9,106,14.4,10,0,True
KS,57,415,No,Yes,37,201.2,76,280.1,122,154.2,110,11.8,1,1,False
IA,130,510,No,No,0,139.1,72,246.0,112,207.2,121,11.4,9,5,False
NJ,151,415,No,No,0,118.9,128,278.3,65,194.8,61,13.2,10,2,False
NJ,162,408,No,No,0,217.6,87,279.0,71,250.7,65,10.4,4,2,True
MT,60,415,No,No,0,145.0,133,209.1,92,328.5,112,14.6,2,1,False
IA,81,510,No,No,0,203.5,89,289.6,69,212.9,71,8.7,3,3,False
TX,136,408,No,No,0,269.8,106,228.8,101,257.5,106,10.1,8,1,True
MS,121,415,No,Yes,21,126.3,84,209.6,102,192.5,129,10.6,2,1,False
IA,105,510,No,Yes,15,88.1,125,175.9,142,269.9,85,9.7,1,2,False
WI,105,415,No,Yes,34,218.5,61,196.7,74,151.1,103,9.9,4,2,False
MT,51,415,No,Yes,26,236.8,61,263.4,97,181.1,91,11.2,8,1,False
GA,64,408,No,No,0,124.1,117,192.8,108,162.9,84,6.4,5,3,False
MT,80,510,Yes,Yes,30,184.2,132,167.5,109,212.8,114,10.0,10,0,False
ND,56,415,No,No,0,222.7,133,277.0,89,101.8,94,13.6,4,4,False
VT,120,415,No,No,0,149.2,98,193.6,88,248.9,119,11.1,5,1,False
SD,103,510,No,No,0,206.5,125,180.2,113,220.6,95,12.2,4,3,False
OH,164,510,No,Yes,27,159.7,102,168.8,113,244.1,127,9.6,9,3,False
OH,116,415,No,Yes,27,204.7,118,209.4,91,212.9,67,7.0,2,2,False
MT,121,408,No,No,0,213.2,79,120.7,116,244.4,102,7.5,4,1,False
NV,183,415,No,No,0,116.7,92,213.8,112,214.3,112,9.7,6,2,False
UT,104,408,No,No,0,263.4,101,235.5,117,102.0,146,13.0,4,0,False
NH,90,408,No,No,0,140.2,97,213.9,102,120.0,126,7.1,2,1,False
LA,82,415,No,No,0,197.7,101,127.6,83,142.1,103,13.5,3,1,False
NY,9,415,No,Yes,16,88.5,87,178.8,108,228.7,96,11.5,3,2,False
CT,97,415,No,No,0,215.3,58,242.4,91,279.8,105,12.1,9,0,False
MI,127,510,No,Yes,25,203.8,118,267.1,48,225.1,105,7.3,5,0,False
SD,125,510,No,Yes,34,268.4,112,222.2,108,117.6,102,10.3,3,0,False
ME,140,415,No,No,0,159.1,104,269.8,106,220.4,116,10.3,4,1,False
MD,90,415,No,No,0,114.4,122,127.7,154,253.1,109,10.1,5,2,False
VA,67,415,No,No,0,138.9,65,208.9,109,232.4,82,9.2,3,2,False
NJ,113,415,No,No,0,186.0,55,237.4,105,148.1,83,12.2,6,1,False
TN,121,510,No,Yes,26,170.4,91,254.5,90,219.6,122,15.1,5,0,False
DC,93,408,No,No,0,164.5,95,230.9,87,149.9,91,9.9,3,4,False
DC,121,408,No,No,0,168.6,121,168.6,94,95.3,59,12.3,4,1,False
OR,53,408,No,No,0,261.2,119,250.8,105,176.0,112,9.8,2,0,True
RI,75,415,No,No,0,190.5,91,178.4,75,162.4,113,13.1,5,1,False
AK,132,510,No,No,0,181.1,121,314.4,109,246.7,81,4.2,9,2,False
WI,162,408,No,No,0,177.1,131,114.7,122,153.6,88,6.5,6,3,False
IN,140,415,No,No,0,160.5,114,240.5,103,233.5,121,11.3,4,1,False
MI,91,408,No,No,0,134.7,116,295.3,98,195.5,121,6.6,5,2,False
ID,73,510,No,Yes,28,198.2,107,139.1,123,199.1,139,8.8,1,2,False
NH,95,408,Yes,No,0,228.9,134,255.7,71,208.0,120,10.1,2,4,True
MN,145,408,No,No,0,241.7,137,135.8,100,277.6,123,13.1,3,0,False
AZ,100,415,No,No,0,131.1,108,176.2,81,89.7,81,4.3,4,1,False
MN,122,415,No,No,0,234.1,101,200.2,121,237.4,89,13.1,9,2,False
MO,109,415,No,No,0,200.1,72,300.9,120,236.0,68,11.9,5,0,False
